twitter,https://twitter.com/sricola
instagram,https://instagram.com/sricola
website,https://sricola.com
github,https://github.com/sricola
blog,https://sricola.com/blog
medium,https://medium.com/@sricola
test,https://google.com
pass,https://apple.com
showhn,https://news.ycombinator.com
coffee,https://www.buymeacoffee.com/sricola
